client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000000,4,0.00649290286885,0.0180922887701,0.00882028898554,0.0434857299749,0.0057982736805,0.00910328660808,0.00496132522694,0.903245903885
C000001,3,0.0923811861946,0.00545710677873,0.0280198184384,0.669695077103,0.00632732970069,0.00630897733384,0.168812387978,0.0229981164726
C000002,1,0.00699589628653,0.0143329557068,0.0143263991608,0.0529842713019,0.0143329557068,0.781607941175,0.0139043713299,0.101515209332
C000003,0,0.0011286537949,0.00221020647292,0.00220261842401,0.00125659313037,0.00221149089287,0.00159445680127,0.00238486856866,0.987011111915
C000005,2,0.0131352094662,0.0360925507785,0.0131430797202,0.759912346037,0.0131352094662,0.0131352094662,0.0161637791336,0.135282615933
C000006,1,0.754616507482,0.0144328244827,0.0626030194542,0.0141620561608,0.0116029041691,0.0144328244827,0.0250216478106,0.103128215958
C000007,3,0.976881786098,0.00171992866656,0.0017159947233,0.00169819347503,0.00170783115612,0.00222427234902,0.00179292775392,0.012259065778
C000009,3,0.0446823930793,0.00326943504105,0.00325823712908,0.00324259965435,0.00262161131116,0.337653398275,0.59394383068,0.0113284948307
C000012,3,0.0037162099956,0.0037162099956,0.00370348186615,0.00368570749867,0.00348193759768,0.937763750616,0.00497174426673,0.038960958164
C000014,2,0.435957558838,0.0113417676903,0.0088312392186,0.00872977253787,0.0203584553894,0.476658885979,0.011109064196,0.0270132561504
C000015,2,0.00800661694848,0.00779228519897,0.467544113114,0.00795028552884,0.00800661694848,0.00800661694848,0.00940808404929,0.483285381263
C000016,3,0.0128611718399,0.0230608250773,0.865336275775,0.0126986418241,0.0127707098552,0.0128611718399,0.0134713067615,0.0469398970273
C000017,0,0.0310757920691,0.0139680366439,0.00967266613996,0.587983910315,0.0121134183646,0.0120295150461,0.189641998382,0.14351466304
C000021,3,0.0227391173846,0.0227391173846,0.0176470923037,0.527390905221,0.0228052638616,0.0187347335728,0.047159139654,0.320784630617
C000022,3,0.00565962961618,0.00565962961618,0.0056402452169,0.00561317561191,0.0045585626464,0.897715704939,0.0466530834861,0.0284999688675
C000024,0,0.000983490140661,0.944761814154,0.00107938842666,0.00108399498786,0.0312323944219,0.00883326591984,0.00121985548744,0.0108057964616
C000025,1,0.918553445163,0.00480099942428,0.00476249688362,0.00503251019964,0.00480099942428,0.00320487278541,0.00220937972158,0.0566352963978
C000026,0,0.00350163095248,0.326900821676,0.033626191439,0.489363844179,0.00293198413313,0.121198625744,0.0040896918713,0.0183872100058
C000027,3,0.00188204353694,0.0105913647668,0.00187559748201,0.141246002889,0.800691485741,0.0328921341594,0.00225381096772,0.00856756045677
C000028,2,0.325785765366,0.0745804869309,0.00475574418632,0.00468990702158,0.00716678669594,0.555456681372,0.00446947775049,0.0230951506767
C000029,3,0.130468331235,0.00389944719543,0.00938524118536,0.0134430348104,0.492938508494,0.0574833964431,0.0357307224797,0.256651318157
C000030,2,0.00156200707446,0.00169379556913,0.00479537320758,0.00170940599263,0.000750618413868,0.00172151791817,0.00197172109761,0.985795560727
C000033,0,0.0177885241814,0.00750382698559,0.00747806495527,0.00313004712348,0.00750818769361,0.00872836614668,0.0772996816183,0.870563301296
C000035,1,0.0119811708356,0.0343824862236,0.0135603514984,0.732339320424,0.0198527733244,0.00983947325954,0.0163102730035,0.161734151431
C000036,3,0.0263243858242,0.0263243858242,0.0155549713457,0.0158217949874,0.0226344971194,0.0182105998298,0.0330485136256,0.842080851444
C000038,0,0.00905174984832,0.0101572712457,0.0100475745885,0.010163173953,0.296434575726,0.560934164197,0.0132516187486,0.0899598716927
