client_id,cloud,gym,insurance,mobile,music,software,streaming,none
C000013,0.006608446625,0.03669381187,0.006952963255,0.006732392728,0.1617363536,0.2284967937,0.2334145072,0.319364731
C000032,0.007942954618,0.4731918421,0.3673395857,0.00791215427,0.03599646932,0.008157310931,0.03691795144,0.06254173168
C000046,0.0103523631,0.01134939132,0.01076185235,0.6254432244,0.01165761975,0.01080423131,0.0118347396,0.3077965782
C000049,0.0310303258,0.03368604269,0.0319822605,0.4310160842,0.08948984525,0.03196840492,0.03939207055,0.3114349661
C000138,0.005299847947,0.007575031721,0.07627443653,0.006678387275,0.009224636766,0.006948258321,0.008754510129,0.8792448913
C000145,0.004941234531,0.005264457641,0.06683943415,0.004952994782,0.01233612519,0.2166914117,0.6529895331,0.03598480884
C000151,0.01076385759,0.291118677,0.01123500294,0.01072608277,0.01167365699,0.01111326722,0.5510473144,0.1023221411
C000199,0.011820948,0.002102576029,0.001954864732,0.2996557175,0.6094025791,0.002010259926,0.002309546975,0.07074350775
C000256,0.01121291497,0.7338755543,0.09646414929,0.01121322077,0.01286647671,0.01178268004,0.01263315364,0.1099518503
C000269,0.4191695603,0.008123849534,0.007297617939,0.02680705729,0.08343288718,0.2995116473,0.01910731356,0.1365500669
C000301,0.009971351515,0.2288007487,0.02258498559,0.2633936891,0.05115215897,0.01753300949,0.0205893218,0.3859747349
C000329,0.5864743676,0.002810810058,0.327360702,0.002898757116,0.004148620241,0.002578097968,0.004215527307,0.0695131178
C000357,0.01177411216,0.0139010373,0.01211841491,0.269277245,0.01599913126,0.01264107116,0.3204327097,0.3438562785
C000362,0.01465143381,0.01628773758,0.4828639706,0.01461244015,0.09633500819,0.01551233285,0.01744546153,0.3422916153
C000370,0.08162958986,0.003699724314,0.003341613758,0.003226710489,0.003621120144,0.1061515396,0.7752476517,0.02308205018
C000377,0.03200494252,0.01888839079,0.2238509993,0.0176157281,0.09321934254,0.01852232366,0.02044982436,0.5754484487
C000409,0.01504502694,0.01614059836,0.01548605977,0.01495018517,0.07218009236,0.3810973016,0.2751877309,0.2099130049
C000451,0.02599657928,0.01091067561,0.02772792126,0.01084650426,0.01128383347,0.2122750365,0.3917533304,0.3092061192
C000466,0.00660075064,0.006922657352,0.005331497315,0.006637710397,0.007094909235,0.006817409856,0.8932880638,0.06730700145
C000479,0.823875106,0.01366265584,0.0137512058,0.01341197146,0.01459100446,0.01391458795,0.01453460673,0.09225886174
C000483,0.02804870635,0.1405016938,0.3772272574,0.02783136569,0.03246448053,0.02880037819,0.03193676235,0.3331893557
C000486,0.007693442438,0.08399371245,0.0463823284,0.06931656638,0.2574002595,0.008113213539,0.2822214756,0.2448790017
C000487,0.7281101162,0.0859457463,0.02084620232,0.01142051498,0.02152134571,0.01196856507,0.01303191051,0.1071555989
C000515,0.004011708447,0.8167468194,0.004159002084,0.003983137297,0.00523504822,0.0709425547,0.005426166164,0.08949556366
C000562,0.003728795224,0.1352842604,0.0710911647,0.003829758294,0.004189220586,0.7518798114,0.005700462021,0.02429652739
C000565,0.0128231345,0.6056157297,0.01322222311,0.08570080847,0.03993019364,0.1045907571,0.01377605123,0.1243411023
C000572,0.01624566085,0.07906080196,0.01673653091,0.3163856486,0.08001688535,0.2255189011,0.0329731883,0.2330623829
C000573,0.008286308336,0.04301453888,0.008562367723,0.00820155987,0.0106168977,0.1180572531,0.5339914513,0.2692696232
C000593,0.0056454402,0.006689717078,0.005769560429,0.005595563442,0.007609126593,0.3697186478,0.4601246913,0.1388472531
C000601,0.616748801,0.006628364799,0.006285534735,0.2774520368,0.007218199925,0.006099716252,0.007397472998,0.07216987353
C000616,0.01396563191,0.4688584024,0.06234509208,0.01376387742,0.01653504295,0.2427194186,0.01623643062,0.165576104
C000643,0.5998488494,0.02161044059,0.03222833453,0.02999195194,0.1068764804,0.0207531075,0.04361005632,0.1450807793
C000653,0.9077969916,0.007908155237,0.03843467316,0.002588389791,0.002917335237,0.002468596228,0.002798451879,0.03508740692
C000655,0.002266604907,0.002585418289,0.003097004293,0.07048608012,0.004966162505,0.002408855315,0.00484204402,0.9093478305
C000673,0.7150989303,0.01998965062,0.04134281822,0.03435799947,0.04370098956,0.03157400089,0.0759224279,0.03801318306
C000691,0.004122690042,0.02796801565,0.004186936472,0.01477090483,0.08445227353,0.004452753422,0.05733216605,0.80271426
C000718,0.01948992004,0.007272850411,0.007071716405,0.00681780628,0.007219271035,0.007136116167,0.870992621,0.0739996987
C000745,0.09277765991,0.5702837448,0.1690671577,0.01160896612,0.03246612054,0.01205505257,0.01330328695,0.09843801141
C000774,0.01378265287,0.01518315891,0.6242088213,0.07503479272,0.01649186309,0.01482180682,0.01599512746,0.2244817768
C000779,0.007152688676,0.008280342478,0.007369667056,0.007107453097,0.008774300404,0.6586935951,0.1498026941,0.1528192591
C000790,0.01879381872,0.01990747364,0.2118354753,0.01886267668,0.07326652274,0.01955958872,0.02099188884,0.6167825554
C000798,0.007103463219,0.007400590883,0.0716339813,0.008398480104,0.1909897345,0.007345192184,0.6579327095,0.04919584836
C000812,0.009440550887,0.008361171767,0.007423659158,0.1295736126,0.009296278551,0.3063253834,0.4151865232,0.1143928204
C000855,0.004670007189,0.004971305342,0.1233014601,0.004672708262,0.005258119253,0.8137260304,0.005144044555,0.03825632494
C000879,0.03507903474,0.005994062345,0.04503317977,0.005495986345,0.00635935535,0.7780526505,0.08561574327,0.03836998763
C000909,0.01043314168,0.6786118859,0.01085885014,0.010397437,0.01352078257,0.1459861374,0.01375435717,0.1164374081
C000946,0.1892621688,0.01723943911,0.03199407273,0.1359875246,0.0190263884,0.01672475648,0.4704602534,0.1193053964
C000947,0.00361194315,0.004349293188,0.8535286429,0.003677470444,0.004913097649,0.004003657231,0.004834020335,0.1210818751
C000963,0.7145562452,0.02012242712,0.01442872825,0.01360482194,0.01677960128,0.0142367493,0.01639524342,0.1898761835
C001010,0.01073416493,0.0121756117,0.01103142182,0.06261685255,0.2346345423,0.01134093013,0.4172578798,0.2402085968
C001036,0.01130658035,0.01223626098,0.0115666933,0.01110414118,0.7975892721,0.01168048945,0.01335610834,0.1311604543
C001039,0.007066736668,0.4155607469,0.359427226,0.007271060894,0.008038099053,0.1425886675,0.007948685245,0.05209877771
C001048,0.02810052135,0.03097684525,0.1149238206,0.06389042852,0.08565815695,0.1068843031,0.08211690164,0.4874490226
C001059,0.005038206588,0.02837938576,0.09692949886,0.00507191666,0.01842389903,0.005422496919,0.006699839702,0.8340347565
C001091,0.008945965276,0.2419527876,0.2451983641,0.05219828038,0.01050416456,0.2925057814,0.01022671504,0.1384679417
C001111,0.00729223777,0.008051943944,0.00752806327,0.007301464111,0.008388655182,0.7886761421,0.008046028437,0.1647154652
C001133,0.07886586099,0.005292025488,0.215702135,0.005010491162,0.03115227627,0.005250836197,0.6160474585,0.04267891641
C001215,0.1405981562,0.01344146863,0.01285528404,0.6573444798,0.0139132038,0.0459383272,0.01402284763,0.1018862327
C001285,0.01708873925,0.06228631842,0.01754773764,0.01745454944,0.0377085562,0.01830088208,0.1545407536,0.6750724633
C001300,0.03343264506,0.01721779814,0.03546247748,0.03408225254,0.05178717281,0.06550482198,0.1197994377,0.6427133943
C001330,0.003825571924,0.004408937028,0.8851227868,0.003835962498,0.004568717427,0.01066003085,0.004437048992,0.08314094445
C001343,0.008328413631,0.09660234618,0.6703055689,0.07561584114,0.01393242393,0.05434258549,0.007191083243,0.07368173747
C001352,0.01773768922,0.02949311186,0.01842495524,0.01812161043,0.02660584562,0.2730404266,0.02686055967,0.5897158013
C001362,0.008100210504,0.008564623374,0.008566473117,0.008077741009,0.009704424787,0.008311337333,0.8686456749,0.08002951493
C001388,0.005007117994,0.006255971226,0.004062417609,0.005138033361,0.00953348995,0.008385867669,0.009230686175,0.952386416
C001394,0.007539703758,0.02253910864,0.04792443935,0.007605582448,0.009024634268,0.07846943404,0.008576520349,0.8183205772
C001454,0.3589295532,0.04792258682,0.4145903377,0.04214958793,0.008069506547,0.05657051623,0.008458582854,0.06330932864
C001473,0.002699844041,0.003043600087,0.1193737703,0.7406800048,0.008439532911,0.002863611363,0.03319923153,0.08970040497
