client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000001,2,0.01012574399,0.0155377399,0.0409535203,0.4872402191,0.0128078213,0.01063441963,0.3012074299,0.1214931058
C000005,4,0.008758175998,0.141255397,0.00939095464,0.7364779166,0.009455709368,0.00893916998,0.009421492456,0.07630118395
C000007,4,0.7141939056,0.01547373969,0.01544052956,0.01509036604,0.01482644022,0.04521823962,0.01482727675,0.1649295026
C000009,2,0.02693341595,0.004059452408,0.003409796137,0.003184848053,0.004558520856,0.6162904324,0.3139613225,0.02760221176
C000012,4,0.003806273856,0.004167732779,0.00403523135,0.00396151958,0.004403878407,0.9048801197,0.004354620477,0.07039062382
C000014,1,0.4955359197,0.01003217246,0.009701018749,0.009355853997,0.01008547638,0.3923478228,0.01010078696,0.06284094895
C000015,1,0.01157035449,0.01413179882,0.2827905249,0.01134857131,0.01483294693,0.01189883962,0.01529888967,0.6381280742
C000016,1,0.01612856544,0.07839926917,0.453610567,0.01571457346,0.01931098652,0.01649466264,0.01937309175,0.380968284
C000017,3,0.006567001918,0.03195098104,0.01884925705,0.7291047545,0.007282924905,0.006239319767,0.08889644396,0.1111093168
C000021,2,0.02282850212,0.02623371535,0.02378194614,0.4388109947,0.02997327491,0.08504738267,0.08815733601,0.2851668481
C000022,1,0.009941064268,0.01065957476,0.01013747616,0.009881838711,0.01102146094,0.6373905965,0.2380049207,0.07296306793
C000024,1,0.00692643959,0.823002811,0.007217419382,0.007039883192,0.0706056532,0.02661782876,0.007486352395,0.05110361249
C000025,2,0.8698128617,0.005618938697,0.004910862448,0.004310025419,0.005890282204,0.003046524709,0.005869739661,0.1005407652
C000026,4,0.003558432441,0.7141640034,0.03378272907,0.0208014994,0.003937270422,0.1479783056,0.005853212482,0.06992454718
C000027,1,0.002133644243,0.02794326312,0.002179608073,0.1221374804,0.2708298757,0.02481764023,0.00274669655,0.5472117917
C000028,3,0.3066086793,0.2379722945,0.008399160195,0.008343550782,0.01930521193,0.2906765502,0.009789401221,0.1189051518
C000029,4,0.1100779775,0.00540811226,0.005318653255,0.01700783691,0.6165388354,0.09472020472,0.01526931523,0.1356590647
C000030,0,0.01532465922,0.003984437599,0.02656616725,0.003491640945,0.006047685579,0.003743963749,0.004204186534,0.9366372591
C000033,0,0.2981483064,0.01598192115,0.01348252712,0.01305870224,0.02124800543,0.01449251385,0.2953259053,0.3282621185
C000035,2,0.02193179426,0.03880225743,0.02298316356,0.2527820247,0.06869443869,0.02486932985,0.04424687816,0.5256901133
C000038,3,0.01381267555,0.01340285976,0.01360950018,0.01340384361,0.2900780494,0.1889325438,0.1717380969,0.2950224309
C000039,4,0.02648732086,0.02765143646,0.02809769668,0.02668093722,0.02855615325,0.02701165954,0.02928404065,0.8062307553
C000040,4,0.8335931864,0.1074642603,0.004570027343,0.003556215672,0.004212390171,0.003605238843,0.00441231748,0.03858636375
C000041,2,0.002339544902,0.002431439077,0.9310781376,0.002253761741,0.03940510743,0.002406847829,0.002798325577,0.0172868359
C000043,1,0.002526181779,0.002873748781,0.003178851879,0.002419670156,0.01454726255,0.002003905854,0.007234941764,0.9652154372
C000044,4,0.02616748449,0.02786217503,0.02687527468,0.02562574661,0.02705723069,0.02742590725,0.08938522363,0.7496009576
C000047,2,0.006489666233,0.7207296929,0.006676833669,0.006180902233,0.1794755634,0.007100858377,0.01572803339,0.05761844976
C000053,3,0.0213636951,0.7122617465,0.01228240405,0.01217585189,0.01391294251,0.01198133977,0.01384474476,0.2021772754
C000055,3,0.02011358697,0.01916860646,0.01944472867,0.01917037558,0.02204239067,0.2234642128,0.02180244984,0.654793649
C000060,4,0.0157473266,0.01690337183,0.7478312945,0.0159456847,0.01691696269,0.01667216597,0.01773117498,0.1522520188
C000062,1,0.005850805215,0.003026879396,0.002561724339,0.008867813335,0.003110486347,0.002587308434,0.003167874977,0.970827108
C000063,4,0.01393501701,0.01422552705,0.7841587369,0.01371214353,0.01415427372,0.01426320204,0.01376068788,0.1317904118
C000064,0,0.01151555767,0.01315774211,0.1356907052,0.03285789514,0.01514362528,0.5189670144,0.01350086791,0.2591665922
C000066,4,0.01117443817,0.009223487219,0.009431495348,0.00880439959,0.009614165692,0.6560729103,0.04989473523,0.2457843685
C000069,2,0.007582648334,0.003091810342,0.0230672191,0.008988818555,0.001740213721,0.002874991326,0.003025546399,0.9496287522
