client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000000,2,0.00455472576487,0.0340660118011,0.00762714387033,0.011251015015,0.00911266263233,0.0242703503957,0.0213155679059,0.887802522615
C000001,2,0.139792955435,0.0124435985488,0.0219242584535,0.483690296735,0.00927221438314,0.00797634853478,0.269739326418,0.0551610014915
C000002,4,0.0110894628519,0.0151740663698,0.0151740663698,0.118495190525,0.0151740663698,0.712935219881,0.015005379669,0.0969525479637
C000003,3,0.00486308521407,0.0043637630329,0.0043637630329,0.00668685369277,0.0043637630329,0.00183927024617,0.00507443497956,0.968445066769
C000005,0,0.00871370525618,0.0889767519631,0.0103025228361,0.799220069963,0.0103025228361,0.0103025228361,0.0107482664678,0.0614336378419
C000006,1,0.688338885079,0.0126040299634,0.12000380196,0.0110994976302,0.00898080404325,0.0117196324237,0.023807142601,0.1234462063
C000007,1,0.854601490443,0.00940777771109,0.00889756312638,0.00828477928985,0.00940777771109,0.0130073360262,0.0102413078513,0.0861519678406
C000009,1,0.0459096437341,0.00429655420655,0.00406353800575,0.00378367818642,0.00383630302304,0.44148531579,0.474990256426,0.0216347106285
C000012,3,0.00824265210243,0.00869118932167,0.00869118932167,0.00708325606584,0.00585279973258,0.849524624544,0.0111097691151,0.100804519796
C000014,1,0.551515084919,0.0139357413359,0.01317996046,0.0122722437491,0.0479909079258,0.278238676657,0.0220879918732,0.0607793930801
C000015,3,0.011054168769,0.0116556992059,0.571084652699,0.00949931005369,0.0116556992059,0.011545747658,0.0127317795626,0.360772942846
C000016,2,0.01355990662,0.2044135889,0.642806409287,0.0133370940331,0.0145584752894,0.0109592523052,0.0170099644608,0.0833553091044
C000017,0,0.0432055450185,0.0218482809822,0.00570479055053,0.611959096655,0.0102396635757,0.0102396635757,0.0932773321906,0.203525627452
C000021,0,0.0216118330561,0.026286359978,0.023135083673,0.36004401702,0.026286359978,0.137024808919,0.153109854389,0.252501682987
C000022,0,0.00829559161463,0.00980817224545,0.00980817224545,0.00878524337107,0.00526666247464,0.796688350229,0.119579779236,0.0417680285844
C000024,4,0.00395850730223,0.877826831041,0.00411792715726,0.00402046483806,0.061763288316,0.0202169081954,0.00601371719979,0.0220823559502
