client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000000,2,0.00419099385803,0.0175204684016,0.0108125116561,0.0186787163575,0.00432479844873,0.0152611297187,0.0383552137056,0.890856167854
C000001,2,0.0980026890709,0.0141357247626,0.0124549871507,0.496048340896,0.00898195923229,0.00707576698777,0.273383501963,0.0899170299364
C000002,4,0.00569122776099,0.0143213770041,0.0143213770041,0.0645841195107,0.0143213770041,0.673722141472,0.0141805143043,0.198857865939
C000003,3,0.00820267792585,0.0205601616548,0.0205601616548,0.00649070310407,0.0205601616548,0.00246652454574,0.0234881039191,0.897671505541
C000005,0,0.00927499262607,0.0913403218466,0.0113822217915,0.780509904538,0.0113822217915,0.0113822217915,0.0109806884327,0.0737474271823
C000006,1,0.597725659914,0.0145466967302,0.140027757625,0.0147874719615,0.00540593429604,0.0153852699448,0.0310899437717,0.181031265757
C000007,1,0.804066117432,0.00925790407236,0.00840729499354,0.00896980324971,0.00925790407236,0.0207709987236,0.00948401080375,0.129785966653
C000009,1,0.02072261785,0.00398015298965,0.00357605133538,0.00397042713246,0.00241366736614,0.312851210955,0.624350654468,0.0281352179033
C000012,3,0.00823910015201,0.00941787658537,0.00941787658537,0.00856599887338,0.00717405221806,0.765599961285,0.0156213683857,0.175963765915
C000014,1,0.519804718492,0.015198859514,0.0161018033564,0.0145958793058,0.0852931888507,0.238880056836,0.0233796474795,0.0867458461661
C000015,3,0.00836195113171,0.00980130604727,0.495681699857,0.0089142591665,0.00980130604727,0.00969115753364,0.0142301593366,0.44351816088
C000016,2,0.00781104102779,0.395424660888,0.520396056707,0.00773778033402,0.00769548432782,0.00599621660412,0.00944180053662,0.0454969595753
C000017,0,0.0689939255628,0.00911377638355,0.00307562086049,0.536982253243,0.00855116088908,0.00855116088908,0.218386411378,0.146345690795
C000021,0,0.0222252315515,0.0267412537319,0.0253529051313,0.429029848766,0.0267412537319,0.13862444623,0.102390121599,0.228894939258
C000022,0,0.0096802889474,0.0127575468475,0.0127575468475,0.0127575468475,0.00744994971056,0.712808635954,0.137752400091,0.0940360847541
