client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000000,2,0.00744244713438,0.0371570569233,0.00587218523923,0.0135771244585,0.00537023176098,0.024746158156,0.00508508844509,0.900749707882
C000001,2,0.0679592818677,0.0150676970547,0.0141059828319,0.670387965397,0.00596284464927,0.0054256319511,0.183428195009,0.0376624012391
C000002,4,0.00365600616646,0.00638384826288,0.00633640054722,0.0150669111803,0.00636745471409,0.8953566301,0.00839312403714,0.0584396249923
C000003,3,0.0009933187596,0.00058012620713,0.000588829750552,0.000584005487661,0.00058012620713,0.000172263296751,0.000804676826911,0.995696653464
C000005,0,0.00767895942502,0.028577225895,0.00792398290444,0.893694695789,0.00799088122442,0.0079960203526,0.00878719029143,0.0373510441179
C000006,1,0.819847133311,0.00896886129493,0.0572826347967,0.00896886129493,0.00561225223552,0.00896886129493,0.0122820955865,0.0780693001855
C000007,1,0.932435736559,0.00365137403695,0.00363680231992,0.00365137403695,0.00365137403695,0.00728526589711,0.00440462144271,0.0412834516709
C000009,1,0.0494949682601,0.0046528704794,0.00463430204151,0.0046528704794,0.00393937490399,0.244160288259,0.673987215075,0.014478110502
C000012,3,0.00329157925139,0.00337356962456,0.00337119293524,0.00337356962456,0.00246524961244,0.927775490517,0.00458716702311,0.0517621814121
C000014,1,0.416853911701,0.0141332550469,0.0140768527744,0.0141332550469,0.0653780868436,0.360420764328,0.0172284176954,0.0977754565635
C000015,3,0.007151126459,0.00730174973488,0.512951836679,0.00730174973488,0.00730174973488,0.00730174973488,0.00970560689824,0.440984431024
C000016,2,0.0197068360167,0.0195829861332,0.769384803453,0.0198936543827,0.0197241827557,0.0181159490708,0.0227035465292,0.110888041658
C000017,0,0.0514325377283,0.0113134496788,0.00929183187743,0.667500247315,0.0137705093432,0.0137793654895,0.149665905821,0.0832461527471
C000021,0,0.0366699563135,0.038098842267,0.032018316004,0.404786533477,0.0381076319859,0.0641583302856,0.179095473995,0.207064915672
