client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000000,4,0.00792444788791,0.0220812481609,0.0107649724375,0.0530733953694,0.00707666794792,0.011110364931,0.00605519041483,0.881913712851
C000001,3,0.0928080683477,0.00548232340115,0.0281492945895,0.672789656078,0.00635656751671,0.00633813034582,0.169592449359,0.0184835103629
C000002,1,0.00714087782804,0.0146299889857,0.0146232965632,0.0540823066378,0.0146299889857,0.797805826267,0.0141925227127,0.0828951920197
C000003,0,0.00140625083495,0.00275381583971,0.00274436147898,0.00156565737585,0.00275541616803,0.00198662000536,0.00297143679583,0.983816441501
C000005,2,0.0135004856697,0.0370962462246,0.0135085747871,0.781044700074,0.0135004856697,0.0135004856697,0.0166132766382,0.111235745267
C000006,1,0.770508745952,0.0147367800498,0.0639214402736,0.0144603093417,0.0118472615588,0.0147367800498,0.025548604205,0.0842400785694
C000007,3,0.979282804561,0.00172415597486,0.0017202123626,0.00170236736172,0.00171202873068,0.00222973925305,0.00179733448225,0.0098313572735
C000009,3,0.0447838598242,0.00327685941804,0.00326563607736,0.00324996309237,0.00262756458151,0.338420156473,0.595292584473,0.0090833760603
C000012,3,0.00374539482985,0.00374539482985,0.00373256674148,0.00371465278502,0.00350928260019,0.945128372008,0.00501078929716,0.0314135469086
C000014,2,0.43832567961,0.0114033761545,0.00887921049611,0.00877719264853,0.020469042487,0.479248096296,0.0111694086152,0.0217279936922
C000015,2,0.00886331949695,0.00862605439654,0.517571014089,0.00880096065386,0.00886331949695,0.00886331949695,0.010414742621,0.427997269749
C000016,3,0.012983056507,0.023279371336,0.87353702336,0.0128189862026,0.0128917372187,0.012983056507,0.013598973646,0.0379077952227
C000017,0,0.0319941170548,0.014380808007,0.00995850442123,0.605359503343,0.012471383649,0.012385000892,0.195246135038,0.118204547596
C000021,3,0.0242980025384,0.0242980025384,0.0188568925671,0.563546303802,0.0243686837016,0.0200190973207,0.0503921447628,0.27422087277
C000022,3,0.00569207440484,0.00569207440484,0.0056725788812,0.0056453540951,0.00458469538153,0.90286201279,0.0469205302162,0.0229306798262
C000024,0,0.000985620222965,0.946808017098,0.00108172620931,0.00108634274758,0.0313000387916,0.00885239736066,0.00122249749927,0.0086633600704
C000025,1,0.929077157198,0.00485600366566,0.00481706000788,0.00509016682097,0.00485600366566,0.00324159047286,0.00223469221275,0.045827325956
C000026,0,0.00351455552659,0.328107417674,0.0337503062327,0.491170093711,0.002942806132,0.12164597175,0.00410478698737,0.0147640619863
C000027,3,0.0018852739767,0.0106095443493,0.00187881685741,0.14148844505,0.802065835248,0.0329485919701,0.00225767952889,0.00686581301904
C000028,2,0.327297562671,0.0749265750389,0.00477781304877,0.004711670369,0.00720004391576,0.558034258428,0.00449021820369,0.0185618583243
C000029,3,0.137527662403,0.00411043701084,0.00989305426911,0.0141704054583,0.51961023905,0.0605936863372,0.0376640269104,0.216430488561
C000030,2,0.00194559980451,0.0021097524986,0.00597300571025,0.00212919648026,0.000934952896923,0.00214428281396,0.00245593009454,0.982307279701
C000033,0,0.021538681277,0.0090857755344,0.00905458238119,0.00378992021413,0.00909105556209,0.0105684706941,0.093595915446,0.843275598891
C000035,1,0.0123816789017,0.0355318282415,0.0140136486117,0.756820050143,0.0205164142957,0.0101683883932,0.0168554948343,0.133712496579
C000036,3,0.0316557211476,0.0316557211476,0.0187052354675,0.0190260974566,0.0272185392629,0.0218986940091,0.0397416501438,0.810098341365
C000038,0,0.00921759253671,0.010343368873,0.0102316623958,0.0103493797275,0.301865736307,0.571211384774,0.0134944098239,0.0732864655619
C000039,0,0.0304281819897,0.0339753970111,0.0337744728204,0.0339951411746,0.0685499920176,0.0337596745975,0.0407138148241,0.724803325565
C000040,3,0.501323896791,0.45323335103,0.00466989275342,0.00601250340341,0.00607989688921,0.00433572065173,0.00700422480208,0.0173405136791
C000041,0,0.00145115008569,0.00163112000283,0.909549708824,0.00163206789757,0.0759220381337,0.00162076341616,0.00188182442282,0.00631132721737
C000042,1,0.163874175714,0.0133849627677,0.0133695043715,0.0166217864382,0.00743657620326,0.00658389018313,0.70793817644,0.0707909278821
C000043,1,0.00899185302781,0.00899185302781,0.0196477030273,0.00882316054783,0.0563477543034,0.0257402571153,0.0107855017987,0.860671917152
C000044,4,0.0341795004455,0.0323427890378,0.0299428058309,0.0313879497875,0.287010145317,0.0329087938464,0.039720365635,0.5125076501
C000047,1,0.0117582158537,0.567490839558,0.0115615409589,0.0117410663494,0.32978556812,0.0117582158537,0.0152182388375,0.0406863144687
C000048,0,0.00393922285897,0.0332213256329,0.230559184276,0.0094823900647,0.315099610186,0.00941671050424,0.298001956078,0.100279600399
C000053,3,0.00952396398932,0.825506363299,0.0108950582017,0.010794345435,0.0108556060985,0.0109325023465,0.0133869520135,0.108105208617
C000055,0,0.0239487598759,0.027743818725,0.0274441905967,0.0277599415238,0.0277599415238,0.355396069135,0.0308482229632,0.479099055656
C000057,1,0.00504689955598,0.00696107606501,0.00522311825784,0.0212325832789,0.101609597218,0.00803577876055,0.0142994028408,0.837591544023
C000058,2,0.0284316946418,0.0276705973027,0.0284144362725,0.0282316603785,0.0206764669333,0.0759068445264,0.0368445889792,0.753823710966
C000059,1,0.55200389268,0.383162526996,0.00738012337645,0.0073235571599,0.0030982522161,0.0073342542611,0.00679576748823,0.0329016258218
C000060,4,0.011130187419,0.0151195590922,0.789864880145,0.0141252016851,0.0118209977058,0.0151011486634,0.0183216043829,0.124516420906
C000061,2,0.867921636165,0.00919625722174,0.00923357390414,0.00480921299659,0.016596929271,0.00613985568818,0.0114335243473,0.0746690104063
C000062,4,0.0852741363334,0.0108988818878,0.0106016469425,0.0827456216774,0.0108856107939,0.0244455831543,0.0119381639366,0.763210355274
C000063,1,0.0272809476556,0.0125485102069,0.822996108804,0.0125302080484,0.0125485102069,0.0125485102069,0.0167128241846,0.082834380687
C000064,0,0.00619582012197,0.0125096369037,0.0933022844617,0.00345178721288,0.012516906644,0.788077886483,0.0133906750722,0.0705550031
C000065,4,0.00320248317753,0.668516184716,0.00428516981117,0.00241494019713,0.281908538292,0.0204895737098,0.00267215414773,0.0165109559485
C000066,0,0.0170530924632,0.0234794923893,0.0228255454161,0.023493137055,0.0599559843003,0.594543081048,0.025439286733,0.233210380595
C000068,0,0.194630135419,0.0257490391548,0.0856683486418,0.0337394177129,0.144205079347,0.0255855489423,0.027655291174,0.462767139609
